Unnamed: 0,id,construction,original,D_full,D_both,P_full,theme_in_context,recipient_in_context,P_both,logprob_D_full,logprob_P_full,logprob_D_both,logprob_P_both,logprob_theme_in_context,logprob_recipient_in_context
4001,dat-4095,P," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give them to computer students, too, in Virginia, something like that. She's talked to two students. //B: I've talked to, I don't think they were students, one, I think, worked at a university, university --"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give computer students them, too, in Virginia, something like that. She's talked to two students. //B: I've talked to, I don't think they were students, one, I think, worked at a university, university --"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give computer students them"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give them to computer students, too, in Virginia, something like that. She's talked to two students. //B: I've talked to, I don't think they were students, one, I think, worked at a university, university --"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give them"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give computer students"," B: It was a lot nicer than I expected. //A: My daughter got a few calls at home. She talked to some student in, I guess they give them to computer students",-296.3035910063,-291.8081662203001,-179.45579360000005,-176.210069712,-156.10558853800003,-170.30602305999997
4002,dat-4096,P," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give it to the kids for free and get them sucked in, and then they sell it to them. You know --"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give the kids it for free and get them sucked in, and then they sell it to them. You know --"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give the kids it"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give it to the kids for free and get them sucked in, and then they sell it to them. You know --"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give it"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give the kids"," A: Oh yeah, no, that's not right. It's really an illness, or whatever you want to say that it is. You know, it's a weakness and all, and who, all of us have weaknesses of one kind or another. And I think that those people that have that and however they got into it, I have children, I always worry about the, the classical thing that you see on T V, where the drug pushers give it to the kids",-347.89768306599996,-346.14751524599984,-305.538706437,-300.70644069900004,-298.80705323500007,-298.9533842819999
4003,dat-4098,P," B: -- and there's too many companies out there that are willing to give them to you and get you dra-, get you trapped. I mean you can always file bankruptcy to get out of it, but that's a lot of pain and hassle. When, you know in the olden days when my parents were growing up and we couldn't afford everything, we didn't have such things as credit cards. We just waited until time come around that"," B: -- and there's too many companies out there that are willing to give you them and get you dra-, get you trapped. I mean you can always file bankruptcy to get out of it, but that's a lot of pain and hassle. When, you know in the olden days when my parents were growing up and we couldn't afford everything, we didn't have such things as credit cards. We just waited until time come around that", B: -- and there's too many companies out there that are willing to give you them," B: -- and there's too many companies out there that are willing to give them to you and get you dra-, get you trapped. I mean you can always file bankruptcy to get out of it, but that's a lot of pain and hassle. When, you know in the olden days when my parents were growing up and we couldn't afford everything, we didn't have such things as credit cards. We just waited until time come around that", B: -- and there's too many companies out there that are willing to give them, B: -- and there's too many companies out there that are willing to give you, B: -- and there's too many companies out there that are willing to give them to you,-282.70227257270005,-281.88809206900004,-87.11547854000001,-85.459950276,-80.65827768599998,-79.66400460999999
4004,dat-4100,P," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave it to the government they would just waste it. Seems to be a, not an attitude I hear is a lot of people, //A: Huh."," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave the government it they would just waste it. Seems to be a, not an attitude I hear is a lot of people, //A: Huh."," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave the government it"," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave it to the government they would just waste it. Seems to be a, not an attitude I hear is a lot of people, //A: Huh."," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave it"," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave the government"," B: Yeah, I think the, the Americans that I know who are, are, are sort of anti-tax, (( )) seem anti-tax because they're distrustful of the government will spend their money wisely. And the sense is, I can spend the money on myself, if I gave it to the government",-299.688948836,-293.029362838,-214.144441512,-207.8722848950001,-207.26471765199994,-208.93420030000001
4005,dat-4101,P, B: And you give them to a thousand peasants. You don't even have to train them. //A: Right., B: And you give a thousand peasants them. You don't even have to train them. //A: Right., B: And you give a thousand peasants them, B: And you give them to a thousand peasants. You don't even have to train them. //A: Right., B: And you give them, B: And you give a thousand peasants, B: And you give them to a thousand peasants,-118.91997591399999,-112.66963411800002,-79.25248220000002,-73.97826429999999,-50.677461799999996,-69.42387190000001
4007,dat-4103,P," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave it to her anyway. # //B: # but, but they gave it to her # anyway and jus-, she just about died. //A: We had, my grandfather had Alz-, Alzheimer's disease, //B: # Um. #"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave her it anyway. # //B: # but, but they gave it to her # anyway and jus-, she just about died. //A: We had, my grandfather had Alz-, Alzheimer's disease, //B: # Um. #"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave her it"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave it to her anyway. # //B: # but, but they gave it to her # anyway and jus-, she just about died. //A: We had, my grandfather had Alz-, Alzheimer's disease, //B: # Um. #"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave it"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave her"," B: And, and, and it was posted above her bed not to give her penicillin and, but, //A: # And they gave it to her",-274.6915730913001,-269.7103306989999,-159.0849949786,-154.58734407850002,-154.70595577859999,-154.440928975
4008,dat-4104,P," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave it to her. She said she interviewed nineteen people and, //B: Oh, my."," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave her it. She said she interviewed nineteen people and, //B: Oh, my."," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave her it"," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave it to her. She said she interviewed nineteen people and, //B: Oh, my."," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave it"," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave her"," A: And you can tell, by the number of people that would have her come and, and spend the day. Uh, my goodness, she went out on one job, she was only seventeen. I can't believe the lady gave it to her",-255.96461237500012,-250.28644789599997,-201.30694528000006,-195.48489661999994,-195.43132063000002,-192.01961717999995
4009,dat-4106,P," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give money to the poorer school districts, I don't think it's going to lower my taxes at all. //B: I know it, I mean, I look at high schools like what was the one in Richardson, J J Pearce High School that just won the national academic, some"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give the poorer school districts money, I don't think it's going to lower my taxes at all. //B: I know it, I mean, I look at high schools like what was the one in Richardson, J J Pearce High School that just won the national academic, some"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give the poorer school districts money"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give money to the poorer school districts, I don't think it's going to lower my taxes at all. //B: I know it, I mean, I look at high schools like what was the one in Richardson, J J Pearce High School that just won the national academic, some"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give money"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give the poorer school districts"," A: Yeah, well it costs so much in taxes here, //B: Uh-huh. //A: and even if they do give money to the poorer school districts",-281.89130774899996,-279.05132040169997,-141.32767129899997,-138.91996363899997,-122.39189675399999,-139.6024822477
4010,dat-4107,P," B: I've had a lot of good service out of that car, but I finally gave it to my son and he drove it literally into the ground, you know [laughter]. //A: Yeah."," B: I've had a lot of good service out of that car, but I finally gave my son it and he drove it literally into the ground, you know [laughter]. //A: Yeah."," B: I've had a lot of good service out of that car, but I finally gave my son it"," B: I've had a lot of good service out of that car, but I finally gave it to my son and he drove it literally into the ground, you know [laughter]. //A: Yeah."," B: I've had a lot of good service out of that car, but I finally gave it"," B: I've had a lot of good service out of that car, but I finally gave my son"," B: I've had a lot of good service out of that car, but I finally gave it to my son",-150.13767243100006,-138.00445669899997,-96.07936073699997,-85.01780359,-82.04966871399999,-90.41298943699998
4011,dat-4108,P," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave it to me.'' And I didn't believe it for a minute. //B: Uh-huh [laughter]. //A: Um, [smack] so but you know, the, not a lot I could do"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave me it.'' And I didn't believe it for a minute. //B: Uh-huh [laughter]. //A: Um, [smack] so but you know, the, not a lot I could do"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave me it"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave it to me.'' And I didn't believe it for a minute. //B: Uh-huh [laughter]. //A: Um, [smack] so but you know, the, not a lot I could do"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave it"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave me"," B: Um. //A: And I asked him what are you doing with that? And he says, ''My father gave it to me",-217.0587028725,-211.6794035907,-114.89344892999999,-110.23715443599998,-110.04853646000001,-110.63548188
4013,dat-4110,P," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give arms to people, a-, as we did, and as we sold arms to, [throat_clearing] pardon me, to Iraq, when we wanted them to fight Iran, //B: Uh-huh, uh-huh."," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give people arms, a-, as we did, and as we sold arms to, [throat_clearing] pardon me, to Iraq, when we wanted them to fight Iran, //B: Uh-huh, uh-huh."," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give people arms"," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give arms to people, a-, as we did, and as we sold arms to, [throat_clearing] pardon me, to Iraq, when we wanted them to fight Iran, //B: Uh-huh, uh-huh."," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give arms"," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give people"," A: I mean, not, not to this large scale as Iraq, but that, //B: Uh-huh. //A: whenever we give arms to people",-258.8144992185,-254.3830323704999,-150.7561724863,-148.01062291600002,-144.60826744249994,-145.80931405260003
4014,dat-4111,P," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given it to someone else. //B: Yeah. //A: So, he gets some satisfaction out of that although, generally I think he,"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given someone else it. //B: Yeah. //A: So, he gets some satisfaction out of that although, generally I think he,"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given someone else it"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given it to someone else. //B: Yeah. //A: So, he gets some satisfaction out of that although, generally I think he,"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given it"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given someone else"," spend the time, it takes a lot of time if he, if he thinks it's going to be two hours, it's four if whatever, it always takes him twice as long. But then when he's finished he's, he always says, well, now you owe me three hundred dollars [laughter]. And then he thinks that he has the money that, that he can spend on something and he hasn't given it to someone else",-357.2568993685002,-347.46406832599985,-281.53346071800013,-273.0828583229999,-265.239021887,-274.8959977539999
4015,dat-4112,P," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave one to me several years ago -- //A: Uh-huh. [noise] {Sounds like ice in glass}. //B: -- and she was, she was just the sweetest little thing --"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave me one several years ago -- //A: Uh-huh. [noise] {Sounds like ice in glass}. //B: -- and she was, she was just the sweetest little thing --"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave me one"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave one to me several years ago -- //A: Uh-huh. [noise] {Sounds like ice in glass}. //B: -- and she was, she was just the sweetest little thing --"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave one"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave me"," B: Well, my, my brother raises, my brother raises Labs. //A: I see. //B: And he gave one to he gave one to me",-220.34973044479992,-220.11708423130003,-133.85699820600004,-133.23069450960003,-130.98017900450003,-133.37470343659996
4016,dat-4113,P, good ones out of there. //B: Uh-huh. //A: People giving it to me for two cents. I that's okay. //B: Right. //A: Turn around and sell it for fifteen dollars [laughter]., good ones out of there. //B: Uh-huh. //A: People giving me it for two cents. I that's okay. //B: Right. //A: Turn around and sell it for fifteen dollars [laughter]., good ones out of there. //B: Uh-huh. //A: People giving me it, good ones out of there. //B: Uh-huh. //A: People giving it to me for two cents. I that's okay. //B: Right. //A: Turn around and sell it for fifteen dollars [laughter]., good ones out of there. //B: Uh-huh. //A: People giving it, good ones out of there. //B: Uh-huh. //A: People giving me, good ones out of there. //B: Uh-huh. //A: People giving it to me,-175.2521281822,-173.4421916414,-107.86398364099999,-104.96435149000003,-101.664838541,-100.551076641
4017,dat-4115,P," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give it to you. //B: Yeah. I I also run a little business out of my home on the side. What's the nature of yours?"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give you it. //B: Yeah. I I also run a little business out of my home on the side. What's the nature of yours?"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give you it"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give it to you. //B: Yeah. I I also run a little business out of my home on the side. What's the nature of yours?"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give it"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give you"," A: So I mean, wh- what's the story on them? You know, are you going to let them have it? Well, of course they're going to get it. You know, all you've got to do is have a nice big bank account balance and they'll give it to you",-261.5679687605,-257.205650217,-177.92184874499995,-173.91415569999998,-173.88229752599997,-173.36673818899996
4018,dat-4116,P," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave it to a guy to repair who works for the aut-, for the Audi dealer and he took the engine apart and he just said he couldn't fix it so the engine never got put back together again."," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave a guy it to repair who works for the aut-, for the Audi dealer and he took the engine apart and he just said he couldn't fix it so the engine never got put back together again."," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave a guy it"," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave it to a guy to repair who works for the aut-, for the Audi dealer and he took the engine apart and he just said he couldn't fix it so the engine never got put back together again."," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave it"," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave a guy"," who was going to, who just charged me what the dealer was going to give, give him for it for a trade-in, and it had a whole lot of miles on it. I, I figured maybe I'd get one or two years out of it, an I, an I did get a couple of good years out of it and the the engine messed up on me and then I gave it to a guy",-367.96699413799996,-356.3477771039999,-265.1970761090001,-254.976304066,-250.961339432,-257.82128818200005
4019,dat-4117,P," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give aid to other countries, so they could be paying their own people and training their own people at the same time. //A: Yeah."," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give other countries aid, so they could be paying their own people and training their own people at the same time. //A: Yeah."," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give other countries aid"," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give aid to other countries, so they could be paying their own people and training their own people at the same time. //A: Yeah."," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give aid"," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give other countries"," maybe they could pay people for doing this, at least something, so they co-, could subsist. //B: Well that's true. America's paying all this money to have other people give aid to other countries",-241.20321217300008,-236.7327607325,-201.77475519000004,-199.04767285999998,-194.84662665999997,-199.60247472999998
4020,dat-4118,P," B: Yeah right, ye-, you take some of the batter out and give it to someone else and that's how they continue the thing. //A: Yeah, yeah, yeah. I know, it sounds, it always sounded, I don't know how safe that was [laughter]."," B: Yeah right, ye-, you take some of the batter out and give someone else it and that's how they continue the thing. //A: Yeah, yeah, yeah. I know, it sounds, it always sounded, I don't know how safe that was [laughter]."," B: Yeah right, ye-, you take some of the batter out and give someone else it"," B: Yeah right, ye-, you take some of the batter out and give it to someone else and that's how they continue the thing. //A: Yeah, yeah, yeah. I know, it sounds, it always sounded, I don't know how safe that was [laughter]."," B: Yeah right, ye-, you take some of the batter out and give it"," B: Yeah right, ye-, you take some of the batter out and give someone else"," B: Yeah right, ye-, you take some of the batter out and give it to someone else",-230.984187485,-219.44447545999998,-115.72403983,-105.51600163,-101.10068337,-109.88276248
4021,dat-4119,P," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give it to them, but I don't think they should keep them waiting in jail and let, having us pay for it for twenty years [laughter]. //A: No, if they going to give it to them, I think they should go ahead okay maybe a year or like that, two years, whatever. But twenty years, ten years on death, to me, that's worse for them, too. //B: Yeah."," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give them it, but I don't think they should keep them waiting in jail and let, having us pay for it for twenty years [laughter]. //A: No, if they going to give it to them, I think they should go ahead okay maybe a year or like that, two years, whatever. But twenty years, ten years on death, to me, that's worse for them, too. //B: Yeah."," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give them it"," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give it to them, but I don't think they should keep them waiting in jail and let, having us pay for it for twenty years [laughter]. //A: No, if they going to give it to them, I think they should go ahead okay maybe a year or like that, two years, whatever. But twenty years, ten years on death, to me, that's worse for them, too. //B: Yeah."," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give it"," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give them"," B: I want to say kidnap, I don't know why kidnapping sticks in my mind. //A: I don't know. //B: But yeah, I think they should give it to them",-364.737751087,-360.98340928399995,-143.28427379650003,-139.5177289965,-135.5041318883,-134.477714669
4022,dat-4120,P," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give them to you. //A: That's (( )), //B: But now some of the people around here do wear uniforms, you"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give you them. //A: That's (( )), //B: But now some of the people around here do wear uniforms, you"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give you them"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give them to you. //A: That's (( )), //B: But now some of the people around here do wear uniforms, you"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give them"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give you"," A: Uh-huh. //B: -- of course, T I, I'm sure, if they ever went to uniforms they're not going to just give them to you",-234.15221908969997,-229.65170311199992,-163.28130412100003,-159.38347182399997,-155.724437976,-156.19380479299997
4023,dat-4121,P," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it to them, they take it at masse and then our junk dealer gives them ten dollars just because they've, they're a church and he writes it off as a donation. But it's a real problem with, with the paper to find that outlet for it after you've got it stacked up. //B: Yeah, that's it's been a problem that I've noticed a lot in print,"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving them it, they take it at masse and then our junk dealer gives them ten dollars just because they've, they're a church and he writes it off as a donation. But it's a real problem with, with the paper to find that outlet for it after you've got it stacked up. //B: Yeah, that's it's been a problem that I've noticed a lot in print,"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving them it"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it to them, they take it at masse and then our junk dealer gives them ten dollars just because they've, they're a church and he writes it off as a donation. But it's a real problem with, with the paper to find that outlet for it after you've got it stacked up. //B: Yeah, that's it's been a problem that I've noticed a lot in print,"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving them"," saved aluminum, just absolutely forever, and I'm saving paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it to them",-462.41974773999993,-458.26091000500014,-218.25850828000003,-214.74519315999999,-213.88041323000004,-215.47843393
4025,dat-4123,P," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given something to the country instead of take, taking away all their lives."," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given the country something instead of take, taking away all their lives."," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given the country something"," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given something to the country instead of take, taking away all their lives."," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given something"," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given the country"," A: giving for a couple years of their lives or, or a ((honestly)) purely giving but, but some sort of equitable exchange, then at least the country would have gotten two years from them where they would have given something to the country",-257.72809841399993,-254.14820058799995,-231.95513931300002,-229.79337860200002,-226.88700211599996,-229.52932065499994
4026,dat-4124,P," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave it to Schwartzkopf and, and the rest of the military units and just says, hey, look, handle it,"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave Schwartzkopf it and, and the rest of the military units and just says, hey, look, handle it,"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave Schwartzkopf it"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave it to Schwartzkopf and, and the rest of the military units and just says, hey, look, handle it,"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave it"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave Schwartzkopf"," B: # and # let them get on with it instead of tying their hands, which I felt like was not the case in the Vietnam war but was entirely the opposite in the case of the Iraqi war where they more or less gave it to Schwartzkopf",-281.4630878990001,-273.85369771399996,-215.12656801300002,-210.82445737500004,-197.15025189599996,-206.86043815099998
